ROWID,Country,State lgd code,State,District lgd code,District,YearCode,Year,Reported land area ,Forest land area,Land area under non-agricultural uses,Barren and unculturable land area,Permanent pasture and other grazing land area,Land under miscellaneous Tree Crops and Groves not included in Net Area Sown,Culturable waste land area,Fallow lands other than current fallow lands,Current Fallow land area,Net sown land area,Cropped land area,Land area sown more than once
4782,India,29,Karnataka,535,Davangere,2013,"Agriculture Year (Jul - Jun), 2013",597597,89918,39416,20533,19538,4955,8525,5419,34574,374719,461126,86407
4783,India,29,Karnataka,535,Davangere,2014,"Agriculture Year (Jul - Jun), 2014",597597,89918,39792,20533,19538,4955,8525,5048,16142,393146,480805,87659
4784,India,29,Karnataka,535,Davangere,2015,"Agriculture Year (Jul - Jun), 2015",597597,89918,39792,20533,19538,4955,8525,5140,25115,384081,425786,41705
4785,India,29,Karnataka,535,Davangere,2016,"Agriculture Year (Jul - Jun), 2016",597597,89918,39886,19627,19538,4955,8525,4825,26555,383768,405141,21373
4786,India,29,Karnataka,535,Davangere,2017,"Agriculture Year (Jul - Jun), 2017",597597,89918,40081,19627,19538,4515,8428,4329,67967,343194,417160,73966
4787,India,29,Karnataka,535,Davangere,2018,"Agriculture Year (Jul - Jun), 2018",454573,67688,28742,6340,11025,3773,5254,774,7363,323614,389435,65821
4788,India,29,Karnataka,535,Davangere,2019,"Agriculture Year (Jul - Jun), 2019",454573,67688,28742,6340,11025,3773,5254,389,5268,326094,373020,46926
4789,India,29,Karnataka,536,Dharwad,2011,"Agriculture Year (Jul - Jun), 2011",427329,35235,22982,3985,3571,202,2669,6617,63426,288642,477025,188383
4790,India,29,Karnataka,536,Dharwad,2012,"Agriculture Year (Jul - Jun), 2012",427329,35235,23313,3985,3571,202,2669,6617,93090,258647,379601,120954
4791,India,29,Karnataka,536,Dharwad,2013,"Agriculture Year (Jul - Jun), 2013",427329,35235,23419,3985,3571,202,2669,6617,62025,289606,465411,175805
4792,India,29,Karnataka,536,Dharwad,2014,"Agriculture Year (Jul - Jun), 2014",427329,35235,23621,3985,3571,202,2669,3979,21351,332716,463447,130731
4793,India,29,Karnataka,536,Dharwad,2015,"Agriculture Year (Jul - Jun), 2015",427329,35235,24059,3985,3571,184,2669,6979,8068,342579,519337,176758
4794,India,29,Karnataka,536,Dharwad,2016,"Agriculture Year (Jul - Jun), 2016",427329,35235,24609,3985,3571,184,2669,6979,17523,332574,488274,155700
4795,India,29,Karnataka,536,Dharwad,2017,"Agriculture Year (Jul - Jun), 2017",427329,35235,24744,3985,3571,184,2669,6979,43216,306746,443720,136974
4796,India,29,Karnataka,536,Dharwad,2018,"Agriculture Year (Jul - Jun), 2018",427329,35235,25041,3985,3571,188,2669,6979,27804,321857,515742,193885
4797,India,29,Karnataka,536,Dharwad,2019,"Agriculture Year (Jul - Jun), 2019",427329,35235,25785,3985,3571,185,2669,6979,23370,325550,506818,181268
4798,India,29,Karnataka,537,Gadag,2011,"Agriculture Year (Jul - Jun), 2011",465715,32614,10481,11628,2592,273,1010,5145,49348,352624,494617,141993
4799,India,29,Karnataka,537,Gadag,2012,"Agriculture Year (Jul - Jun), 2012",465715,32614,10481,11628,2592,258,1010,6363,51083,349686,423152,73466
4800,India,29,Karnataka,537,Gadag,2013,"Agriculture Year (Jul - Jun), 2013",465715,32614,10481,11628,2592,258,1010,6163,32623,368346,527409,159063
4801,India,29,Karnataka,537,Gadag,2014,"Agriculture Year (Jul - Jun), 2014",465715,32614,10481,11628,2592,258,1010,4969,24628,377535,538246,160711
4802,India,29,Karnataka,537,Gadag,2015,"Agriculture Year (Jul - Jun), 2015",465715,32614,10481,11628,2592,258,1010,4534,11407,391191,497896,106705
4803,India,29,Karnataka,537,Gadag,2016,"Agriculture Year (Jul - Jun), 2016",465715,32614,11368,12024,2598,270,1010,3036,26257,376538,572195,195657
4804,India,29,Karnataka,537,Gadag,2017,"Agriculture Year (Jul - Jun), 2017",465715,32614,11368,12024,2598,270,1010,3036,28553,374242,505841,131599
4805,India,29,Karnataka,537,Gadag,2018,"Agriculture Year (Jul - Jun), 2018",465715,32614,11368,12024,2598,270,1010,3036,24658,378137,548951,170814
4806,India,29,Karnataka,537,Gadag,2019,"Agriculture Year (Jul - Jun), 2019",465715,32614,11368,12024,2598,347,640,3036,25886,377202,553289,176087
4807,India,29,Karnataka,538,Kalaburagi,2011,"Agriculture Year (Jul - Jun), 2011",1094120,35316,38420,35113,25855,1131,9417,14394,38648,895826,972506,76680
4808,India,29,Karnataka,538,Kalaburagi,2012,"Agriculture Year (Jul - Jun), 2012",1094120,35316,38420,35113,25855,1131,9417,21838,59340,867690,941636,73946
4809,India,29,Karnataka,538,Kalaburagi,2013,"Agriculture Year (Jul - Jun), 2013",1094120,35316,38420,35113,25855,1131,9417,24959,62647,861262,1021186,159924
4810,India,29,Karnataka,538,Kalaburagi,2014,"Agriculture Year (Jul - Jun), 2014",1094120,35316,39809,35113,25855,1131,9417,22603,32651,892225,1049293,157068
4811,India,29,Karnataka,538,Kalaburagi,2015,"Agriculture Year (Jul - Jun), 2015",1094120,35316,40769,35113,25855,1131,9417,76188,102979,767352,905244,137892
4812,India,29,Karnataka,538,Kalaburagi,2016,"Agriculture Year (Jul - Jun), 2016",1094120,35316,40769,35113,25855,1131,9417,47540,57311,841668,1031220,189552
4813,India,29,Karnataka,538,Kalaburagi,2017,"Agriculture Year (Jul - Jun), 2017",1094120,35316,41369,35113,25855,1131,9417,32182,40566,873171,1072949,199778
4814,India,29,Karnataka,538,Kalaburagi,2018,"Agriculture Year (Jul - Jun), 2018",1094120,35316,41511,35113,25855,1131,9417,24510,30370,890897,1099609,208712
4815,India,29,Karnataka,538,Kalaburagi,2019,"Agriculture Year (Jul - Jun), 2019",1094120,35316,41511,35113,25855,1131,9417,21250,22892,901635,1127028,225393
4816,India,29,Karnataka,539,Hassan,2011,"Agriculture Year (Jul - Jun), 2011",662602,58775,79405,30365,32943,6963,14142,30690,50127,359192,449236,90044
4817,India,29,Karnataka,539,Hassan,2012,"Agriculture Year (Jul - Jun), 2012",662602,58775,79770,30365,32943,6963,14142,30666,49762,359216,434248,75032
4818,India,29,Karnataka,539,Hassan,2013,"Agriculture Year (Jul - Jun), 2013",662602,58775,79803,30365,32943,6963,14142,22799,48450,368362,428127,59765
4819,India,29,Karnataka,539,Hassan,2014,"Agriculture Year (Jul - Jun), 2014",662602,58775,79843,30365,32943,6963,14142,24152,47466,367953,449347,81394
4820,India,29,Karnataka,539,Hassan,2015,"Agriculture Year (Jul - Jun), 2015",662602,58775,79856,30365,32943,6963,14142,44329,50903,344326,417578,73252
4821,India,29,Karnataka,539,Hassan,2016,"Agriculture Year (Jul - Jun), 2016",662602,58775,79945,30365,32943,6963,14142,54691,72980,311798,364071,52273
4822,India,29,Karnataka,539,Hassan,2017,"Agriculture Year (Jul - Jun), 2017",662602,58775,80510,30365,32943,6963,14142,47785,45755,345364,421058,75694
4823,India,29,Karnataka,539,Hassan,2018,"Agriculture Year (Jul - Jun), 2018",662602,58775,80604,30365,32943,6963,14142,20356,19313,399141,505682,106541
4824,India,29,Karnataka,539,Hassan,2019,"Agriculture Year (Jul - Jun), 2019",662602,58775,80625,30365,32943,6963,14142,25865,23848,389076,521508,132432
4825,India,29,Karnataka,540,Haveri,2011,"Agriculture Year (Jul - Jun), 2011",485156,47454,33096,5793,12209,2290,2989,6004,12114,363207,411129,47922
4826,India,29,Karnataka,540,Haveri,2012,"Agriculture Year (Jul - Jun), 2012",485156,47454,33197,5793,12209,2290,2989,5612,11260,364352,417886,53534
4827,India,29,Karnataka,540,Haveri,2013,"Agriculture Year (Jul - Jun), 2013",485156,47454,33259,5793,12209,2290,2989,6142,13224,361796,424770,62974
4828,India,29,Karnataka,540,Haveri,2014,"Agriculture Year (Jul - Jun), 2014",485156,47454,33307,5793,12209,2290,2989,6487,12581,362046,428899,66853
4829,India,29,Karnataka,540,Haveri,2015,"Agriculture Year (Jul - Jun), 2015",485156,47454,33357,5793,12209,2290,2989,6519,12637,361908,432164,70256
4830,India,29,Karnataka,540,Haveri,2016,"Agriculture Year (Jul - Jun), 2016",485156,47454,33432,5793,12209,2290,2989,7927,18492,354570,423122,68552
4831,India,29,Karnataka,540,Haveri,2017,"Agriculture Year (Jul - Jun), 2017",485156,47454,33482,5793,12209,2290,2989,8769,14933,357237,413769,56532
4832,India,29,Karnataka,540,Haveri,2018,"Agriculture Year (Jul - Jun), 2018",485156,47454,33515,5793,12209,2290,2989,1854,4504,374548,478702,104154
4833,India,29,Karnataka,540,Haveri,2019,"Agriculture Year (Jul - Jun), 2019",485156,47454,33515,5793,12209,2295,2989,1111,2746,377044,488097,111053
4834,India,29,Karnataka,541,Kodagu,2011,"Agriculture Year (Jul - Jun), 2011",410775,134597,24215,31010,13884,20219,9076,3621,4231,169922,185882,15960
4835,India,29,Karnataka,541,Kodagu,2012,"Agriculture Year (Jul - Jun), 2012",410775,134597,24215,31010,13884,20219,9076,3621,7588,166565,182670,16105
4836,India,29,Karnataka,541,Kodagu,2013,"Agriculture Year (Jul - Jun), 2013",410775,134597,24215,31010,13884,20219,9076,3621,7416,166737,182229,15492
4837,India,29,Karnataka,541,Kodagu,2014,"Agriculture Year (Jul - Jun), 2014",410775,134597,24215,31010,13884,20219,9076,3605,6887,167282,190619,23337
4838,India,29,Karnataka,541,Kodagu,2015,"Agriculture Year (Jul - Jun), 2015",410775,134597,24215,31010,13884,20219,9076,3725,8989,165060,188788,23728
4839,India,29,Karnataka,541,Kodagu,2016,"Agriculture Year (Jul - Jun), 2016",410775,134597,24299,31010,13884,20219,9076,3599,8532,165559,189287,23728
4840,India,29,Karnataka,541,Kodagu,2017,"Agriculture Year (Jul - Jun), 2017",410775,134597,24299,31010,13884,20219,9076,3896,8917,164877,188605,23728
4841,India,29,Karnataka,541,Kodagu,2018,"Agriculture Year (Jul - Jun), 2018",410775,134597,24299,24250,12009,14546,7458,2413,1818,189385,254990,65605
4842,India,29,Karnataka,541,Kodagu,2019,"Agriculture Year (Jul - Jun), 2019",410775,134597,24299,24250,12009,13199,7458,2469,2858,189636,279077,89441
4843,India,29,Karnataka,542,Kolar,2011,"Agriculture Year (Jul - Jun), 2011",374966,20620,45677,28870,39418,7009,6397,10312,33449,183214,194233,11019
4844,India,29,Karnataka,542,Kolar,2012,"Agriculture Year (Jul - Jun), 2012",374966,20620,45677,28870,39418,7009,6397,11549,37649,177777,187834,10057
4845,India,29,Karnataka,542,Kolar,2013,"Agriculture Year (Jul - Jun), 2013",374966,20620,45677,28870,39418,7009,6397,12549,43835,170591,179825,9234
4846,India,29,Karnataka,542,Kolar,2014,"Agriculture Year (Jul - Jun), 2014",374966,20620,45677,28870,39418,7009,6397,12549,46760,167666,176791,9125
4847,India,29,Karnataka,542,Kolar,2015,"Agriculture Year (Jul - Jun), 2015",374966,20620,45677,28870,39418,7009,6397,12549,51638,162788,171170,8382
4848,India,29,Karnataka,542,Kolar,2016,"Agriculture Year (Jul - Jun), 2016",374966,20620,45877,28870,39418,7009,6397,6235,54019,166521,177060,10539
4849,India,29,Karnataka,542,Kolar,2017,"Agriculture Year (Jul - Jun), 2017",374966,20620,46572,28870,39418,7009,6397,6435,54060,165585,173392,7807
4850,India,29,Karnataka,542,Kolar,2018,"Agriculture Year (Jul - Jun), 2018",374966,20620,47503,28870,37418,7009,6397,3748,20232,203169,231375,28206
4851,India,29,Karnataka,542,Kolar,2019,"Agriculture Year (Jul - Jun), 2019",374966,20620,49011,28870,36575,7009,6397,6385,28380,191719,224925,33206
4852,India,29,Karnataka,543,Koppal,2011,"Agriculture Year (Jul - Jun), 2011",552495,29451,39003,16627,14675,210,2568,80104,19659,350198,433195,82997
4853,India,29,Karnataka,543,Koppal,2012,"Agriculture Year (Jul - Jun), 2012",552495,29451,39003,16627,14675,210,2568,40425,19304,390232,485087,94855
4854,India,29,Karnataka,543,Koppal,2013,"Agriculture Year (Jul - Jun), 2013",552495,29451,39003,16627,14675,210,2568,32662,21536,395763,488446,92683
4855,India,29,Karnataka,543,Koppal,2014,"Agriculture Year (Jul - Jun), 2014",552495,29451,40591,16627,14675,210,2568,20867,19660,407846,500426,92580
4856,India,29,Karnataka,543,Koppal,2015,"Agriculture Year (Jul - Jun), 2015",552495,29451,42188,23465,17842,210,2568,27010,22040,387721,459736,72015
4857,India,29,Karnataka,543,Koppal,2016,"Agriculture Year (Jul - Jun), 2016",552495,29451,49628,23635,17842,210,2568,38031,30808,360322,418331,58009
4858,India,29,Karnataka,543,Koppal,2017,"Agriculture Year (Jul - Jun), 2017",552495,29451,49635,23635,17842,210,2568,19611,18944,390599,484776,94177
4859,India,29,Karnataka,543,Koppal,2018,"Agriculture Year (Jul - Jun), 2018",552495,29451,49697,23635,17842,210,2568,13661,13454,401977,510954,108977
4860,India,29,Karnataka,543,Koppal,2019,"Agriculture Year (Jul - Jun), 2019",552495,29451,49814,23635,17842,210,2568,7431,9203,412341,549155,136814
4861,India,29,Karnataka,544,Mandya,2011,"Agriculture Year (Jul - Jun), 2011",498244,24765,60906,21519,32049,3428,41955,46351,34867,232404,272524,40120
4862,India,29,Karnataka,544,Mandya,2012,"Agriculture Year (Jul - Jun), 2012",498244,24765,60906,21519,32049,3428,41955,53628,63063,196931,242365,45434
4863,India,29,Karnataka,544,Mandya,2013,"Agriculture Year (Jul - Jun), 2013",498244,24765,60906,21519,32049,3428,41955,58158,66374,189090,239484,50394
4864,India,29,Karnataka,544,Mandya,2014,"Agriculture Year (Jul - Jun), 2014",498244,24765,63492,21519,32049,3628,41955,38548,52278,220010,272203,52193
4865,India,29,Karnataka,544,Mandya,2015,"Agriculture Year (Jul - Jun), 2015",498244,24765,63492,21519,32049,3628,41955,46418,54855,209563,259698,50135
4866,India,29,Karnataka,544,Mandya,2016,"Agriculture Year (Jul - Jun), 2016",498244,24765,63492,21519,32049,3628,41955,61229,87784,161823,200143,38320
4867,India,29,Karnataka,544,Mandya,2017,"Agriculture Year (Jul - Jun), 2017",498244,24765,64762,21519,32049,3628,41955,46218,66914,196434,256659,60225
4868,India,29,Karnataka,544,Mandya,2018,"Agriculture Year (Jul - Jun), 2018",498244,24765,64762,21519,32049,3628,41955,25633,28708,255225,326852,71627
4869,India,29,Karnataka,544,Mandya,2019,"Agriculture Year (Jul - Jun), 2019",498244,24765,64762,21519,32049,3887,41955,23936,24470,260901,322551,61650
4870,India,29,Karnataka,545,Mysuru,2011,"Agriculture Year (Jul - Jun), 2011",676382,62851,75946,45018,46808,5871,21407,34457,39116,344908,536323,191415
4871,India,29,Karnataka,545,Mysuru,2012,"Agriculture Year (Jul - Jun), 2012",676382,62851,75946,45018,46808,5871,20670,41062,44281,333875,479215,145340
4872,India,29,Karnataka,545,Mysuru,2013,"Agriculture Year (Jul - Jun), 2013",676382,62851,75946,45018,44808,4871,20670,33133,21650,367435,522494,155059
4873,India,29,Karnataka,545,Mysuru,2014,"Agriculture Year (Jul - Jun), 2014",676382,62851,75209,45018,46808,5871,21407,24062,22850,372306,486519,114213
4874,India,29,Karnataka,545,Mysuru,2015,"Agriculture Year (Jul - Jun), 2015",676382,62851,75209,45018,46808,5871,21407,23516,22616,373086,490605,117519
4875,India,29,Karnataka,545,Mysuru,2016,"Agriculture Year (Jul - Jun), 2016",676382,62851,75279,45018,46808,5871,21407,48062,76087,294999,368518,73519
4876,India,29,Karnataka,545,Mysuru,2017,"Agriculture Year (Jul - Jun), 2017",676382,62851,75279,45018,46808,5871,21407,20497,25105,373546,487063,113517
4877,India,29,Karnataka,545,Mysuru,2018,"Agriculture Year (Jul - Jun), 2018",676382,62851,75279,47871,46808,6111,21407,30774,36243,349038,481082,132044
4878,India,29,Karnataka,545,Mysuru,2019,"Agriculture Year (Jul - Jun), 2019",676382,62851,75279,47871,46808,6620,21407,30769,39543,345234,501848,156614
4879,India,29,Karnataka,546,Raichur,2011,"Agriculture Year (Jul - Jun), 2011",835843,18167,20563,20084,19816,13684,10712,47051,227704,458062,541135,83073
4880,India,29,Karnataka,546,Raichur,2012,"Agriculture Year (Jul - Jun), 2012",835843,18167,20563,20084,19816,13684,10712,37605,165294,529918,634128,104210
4881,India,29,Karnataka,546,Raichur,2013,"Agriculture Year (Jul - Jun), 2013",835843,18167,20563,20084,19816,13684,10702,41392,164828,526607,678925,152318
4882,India,29,Karnataka,546,Raichur,2014,"Agriculture Year (Jul - Jun), 2014",835843,18167,20563,20084,19816,13684,10712,69651,188177,474989,565750,90761
4883,India,29,Karnataka,546,Raichur,2015,"Agriculture Year (Jul - Jun), 2015",835843,18167,20563,20084,19816,13684,10712,69651,190342,472824,562105,89281
4884,India,29,Karnataka,546,Raichur,2016,"Agriculture Year (Jul - Jun), 2016",835843,18167,22478,20084,19816,13684,10712,87961,185843,457098,579313,122215
4885,India,29,Karnataka,546,Raichur,2017,"Agriculture Year (Jul - Jun), 2017",835843,18167,22491,20084,19816,13684,10712,118145,183304,429440,505155,75715
4886,India,29,Karnataka,546,Raichur,2018,"Agriculture Year (Jul - Jun), 2018",835843,18167,20768,20084,19816,13684,10712,49733,79900,602979,745194,142215
4887,India,29,Karnataka,546,Raichur,2019,"Agriculture Year (Jul - Jun), 2019",835843,18167,20768,20084,19816,13864,10712,23069,69865,639498,779742,140244
4888,India,29,Karnataka,547,Shivamogga,2011,"Agriculture Year (Jul - Jun), 2011",847784,276855,88708,13312,163463,26868,16311,25491,8811,227965,267814,39849
4889,India,29,Karnataka,547,Shivamogga,2012,"Agriculture Year (Jul - Jun), 2012",847784,276855,88708,13312,163463,26868,16311,23673,8380,230214,268599,38385
4890,India,29,Karnataka,547,Shivamogga,2013,"Agriculture Year (Jul - Jun), 2013",847784,276855,88708,13312,163463,26868,16311,23130,9173,229964,265681,35717
4891,India,29,Karnataka,547,Shivamogga,2014,"Agriculture Year (Jul - Jun), 2014",847784,276855,88708,13312,163463,26868,16311,24839,9018,228410,263916,35506
4892,India,29,Karnataka,547,Shivamogga,2015,"Agriculture Year (Jul - Jun), 2015",847784,276855,88708,13312,163463,26868,16311,29370,9626,223271,250980,27709
4893,India,29,Karnataka,547,Shivamogga,2016,"Agriculture Year (Jul - Jun), 2016",847784,276855,88708,13312,163463,26868,16311,24622,9937,227708,246176,18468
4894,India,29,Karnataka,547,Shivamogga,2017,"Agriculture Year (Jul - Jun), 2017",847784,276855,88708,13312,163463,26868,16311,25558,10495,226214,251282,25068
4895,India,29,Karnataka,547,Shivamogga,2018,"Agriculture Year (Jul - Jun), 2018",847784,276855,88708,13312,163463,26868,16311,6489,11140,244638,294768,50130
4896,India,29,Karnataka,547,Shivamogga,2019,"Agriculture Year (Jul - Jun), 2019",847784,276855,88708,13312,163463,26868,16311,6067,10041,246159,292463,46304
4897,India,29,Karnataka,548,Tumakuru,2011,"Agriculture Year (Jul - Jun), 2011",1064755,45177,84956,67539,76453,21033,62642,29684,167729,509542,575961,66419
4898,India,29,Karnataka,548,Tumakuru,2012,"Agriculture Year (Jul - Jun), 2012",1064755,45177,85281,67539,76453,21033,62642,24341,192390,489899,556944,67045
4899,India,29,Karnataka,548,Tumakuru,2013,"Agriculture Year (Jul - Jun), 2013",1064755,45177,85384,67539,76453,21033,62642,23868,205586,477073,543426,66353
4900,India,29,Karnataka,548,Tumakuru,2014,"Agriculture Year (Jul - Jun), 2014",1064755,45177,85465,67539,76453,21033,62642,23692,162552,520202,599564,79362
4901,India,29,Karnataka,548,Tumakuru,2015,"Agriculture Year (Jul - Jun), 2015",1064755,45177,89943,67539,76453,21033,62642,23731,192477,485760,558134,72374
4902,India,29,Karnataka,548,Tumakuru,2016,"Agriculture Year (Jul - Jun), 2016",1064755,45177,90063,67539,76453,21033,62642,23710,209823,468315,538518,70203
4903,India,29,Karnataka,548,Tumakuru,2017,"Agriculture Year (Jul - Jun), 2017",1064755,45177,90113,67539,76453,21033,62642,23608,211401,466789,541659,74870
4904,India,29,Karnataka,548,Tumakuru,2018,"Agriculture Year (Jul - Jun), 2018",1064755,45177,90127,67539,76453,21540,62642,23608,163575,514094,595341,81247
4905,India,29,Karnataka,548,Tumakuru,2019,"Agriculture Year (Jul - Jun), 2019",1064755,45177,90159,67539,76453,21957,62642,23608,178907,498313,569981,71668
4906,India,29,Karnataka,549,Udupi,2011,"Agriculture Year (Jul - Jun), 2011",356446,100102,39876,11595,10625,46763,38528,8560,269,100128,117843,17715
4907,India,29,Karnataka,549,Udupi,2012,"Agriculture Year (Jul - Jun), 2012",356446,100102,40139,11595,10625,45000,38951,9252,3202,97580,112693,15113
4908,India,29,Karnataka,549,Udupi,2013,"Agriculture Year (Jul - Jun), 2013",356446,100102,41650,11596,10625,44398,36956,11444,1197,98478,113296,14818
4909,India,29,Karnataka,549,Udupi,2014,"Agriculture Year (Jul - Jun), 2014",356446,100102,42262,11595,10625,44496,36929,12238,1225,96974,111503,14529
4910,India,29,Karnataka,549,Udupi,2015,"Agriculture Year (Jul - Jun), 2015",356446,100102,42284,11595,10625,44307,36929,9744,2998,97862,111534,13672
4911,India,29,Karnataka,549,Udupi,2016,"Agriculture Year (Jul - Jun), 2016",356446,100102,42284,11595,10625,44307,36929,9744,3408,97452,107829,10377
4912,India,29,Karnataka,549,Udupi,2017,"Agriculture Year (Jul - Jun), 2017",356446,100102,42388,11596,10623,43940,36700,10463,2807,97827,108341,10514
4913,India,29,Karnataka,549,Udupi,2018,"Agriculture Year (Jul - Jun), 2018",356446,100102,42567,11596,10618,43874,38938,11249,897,96605,107587,10982
4914,India,29,Karnataka,549,Udupi,2019,"Agriculture Year (Jul - Jun), 2019",356446,100102,43600,11596,10618,42765,33649,2141,1368,110607,120767,10160
4915,India,29,Karnataka,550,Uttara Kannada,2011,"Agriculture Year (Jul - Jun), 2011",1024679,813595,34547,16234,16625,4806,6450,14214,5906,112302,123555,11253
4916,India,29,Karnataka,550,Uttara Kannada,2012,"Agriculture Year (Jul - Jun), 2012",1024679,813595,34547,16234,16625,4806,6450,14316,6136,111970,125725,13755
4917,India,29,Karnataka,550,Uttara Kannada,2013,"Agriculture Year (Jul - Jun), 2013",1024679,813595,34552,16234,16625,4806,6450,14340,6539,111538,122285,10747
4918,India,29,Karnataka,550,Uttara Kannada,2014,"Agriculture Year (Jul - Jun), 2014",1024679,813595,34598,16207,16625,4806,6450,14142,6275,111981,122451,10470
4919,India,29,Karnataka,550,Uttara Kannada,2015,"Agriculture Year (Jul - Jun), 2015",1024679,813595,34665,16140,16625,4806,6450,14350,7027,111021,122053,11032
4920,India,29,Karnataka,550,Uttara Kannada,2016,"Agriculture Year (Jul - Jun), 2016",1024679,813595,34665,16140,16625,4806,6450,14392,7144,110862,121061,10199
4921,India,29,Karnataka,550,Uttara Kannada,2017,"Agriculture Year (Jul - Jun), 2017",1024679,813595,34713,16196,16625,4806,6450,14216,6933,111145,122408,11263
4922,India,29,Karnataka,550,Uttara Kannada,2018,"Agriculture Year (Jul - Jun), 2018",1024679,813595,34713,16196,6730,2191,6450,11313,5946,127545,144742,17197
4923,India,29,Karnataka,550,Uttara Kannada,2019,"Agriculture Year (Jul - Jun), 2019",1024679,813595,34713,16196,6730,1601,6450,12138,6124,127132,148327,21195
4924,India,29,Karnataka,630,Chikkaballapura,2011,"Agriculture Year (Jul - Jun), 2011",404501,49704,31933,34302,55550,6482,4743,6381,9939,205467,215484,10017
4925,India,29,Karnataka,630,Chikkaballapura,2012,"Agriculture Year (Jul - Jun), 2012",404501,49704,31933,34302,55550,6482,4743,20464,44948,156375,218073,61698
4926,India,29,Karnataka,630,Chikkaballapura,2013,"Agriculture Year (Jul - Jun), 2013",404501,49704,31933,34302,55550,6482,4743,16978,13562,191247,210476,19229
4927,India,29,Karnataka,630,Chikkaballapura,2014,"Agriculture Year (Jul - Jun), 2014",404501,49704,32743,34302,55550,6482,4743,13548,9772,197657,212971,15314
4928,India,29,Karnataka,630,Chikkaballapura,2015,"Agriculture Year (Jul - Jun), 2015",404501,49704,32743,34302,55550,6482,4743,13148,13333,194496,216896,22400
4929,India,29,Karnataka,630,Chikkaballapura,2016,"Agriculture Year (Jul - Jun), 2016",404501,49704,32743,34302,55550,6482,4743,10309,7964,202704,213397,10693
4930,India,29,Karnataka,630,Chikkaballapura,2017,"Agriculture Year (Jul - Jun), 2017",404501,49704,32743,34302,55550,6482,4743,11999,9661,199317,221886,22569
4931,India,29,Karnataka,630,Chikkaballapura,2018,"Agriculture Year (Jul - Jun), 2018",404501,49704,32743,34302,55550,6482,9033,26300,23964,166423,175757,9334
4932,India,29,Karnataka,630,Chikkaballapura,2019,"Agriculture Year (Jul - Jun), 2019",404501,49704,32743,34302,55550,6482,4980,20514,15343,184883,193749,8866
4933,India,29,Karnataka,631,Ramanagara,2011,"Agriculture Year (Jul - Jun), 2011",355912,69946,26225,24339,24662,3950,1178,20875,20435,164302,168997,4695
4934,India,29,Karnataka,631,Ramanagara,2012,"Agriculture Year (Jul - Jun), 2012",355912,69946,26225,24339,24662,3950,1178,27757,33822,144033,148022,3989
4935,India,29,Karnataka,631,Ramanagara,2013,"Agriculture Year (Jul - Jun), 2013",355912,69946,26225,24339,24662,3950,1178,25595,15062,164955,169844,4889
4936,India,29,Karnataka,631,Ramanagara,2014,"Agriculture Year (Jul - Jun), 2014",355912,69946,27106,24339,24662,3950,1178,32745,18325,153661,160618,6957
4937,India,29,Karnataka,631,Ramanagara,2015,"Agriculture Year (Jul - Jun), 2015",355912,69946,27671,24339,24662,3950,1178,25478,18230,160458,172097,11639
4938,India,29,Karnataka,631,Ramanagara,2016,"Agriculture Year (Jul - Jun), 2016",355912,69946,27973,24339,24662,3950,1178,26264,26628,150972,162322,11350
4939,India,29,Karnataka,631,Ramanagara,2017,"Agriculture Year (Jul - Jun), 2017",355912,69946,27983,24339,24662,3950,1178,19347,23533,160974,172324,11350
4940,India,29,Karnataka,631,Ramanagara,2018,"Agriculture Year (Jul - Jun), 2018",355912,69946,29675,24339,24662,3950,1178,23444,26606,152112,162257,10145
4941,India,29,Karnataka,631,Ramanagara,2019,"Agriculture Year (Jul - Jun), 2019",355912,69946,29675,24339,24662,3950,1178,18953,11865,171344,176191,4847
4942,India,29,Karnataka,635,Yadgir,2011,"Agriculture Year (Jul - Jun), 2011",516088,33773,29609,27966,11755,737,2385,5129,101212,303522,374338,70816
4943,India,29,Karnataka,635,Yadgir,2012,"Agriculture Year (Jul - Jun), 2012",516088,33773,29609,27966,11755,737,2385,5129,113903,290831,358853,68022
4944,India,29,Karnataka,635,Yadgir,2013,"Agriculture Year (Jul - Jun), 2013",516088,33773,29623,27954,11755,737,2385,4346,66025,339490,418447,78957
4945,India,29,Karnataka,635,Yadgir,2014,"Agriculture Year (Jul - Jun), 2014",516088,33773,29623,27954,11755,737,2385,5113,105212,299536,373617,74081
4946,India,29,Karnataka,635,Yadgir,2015,"Agriculture Year (Jul - Jun), 2015",516088,33773,29623,27954,11755,737,2385,4140,76757,328964,406637,77673
4947,India,29,Karnataka,635,Yadgir,2016,"Agriculture Year (Jul - Jun), 2016",516088,33773,31167,27954,11755,737,2385,4811,68279,335227,402900,67673
4948,India,29,Karnataka,635,Yadgir,2017,"Agriculture Year (Jul - Jun), 2017",516088,33773,32725,27954,11755,737,2385,31718,61622,313419,388438,75019
4949,India,29,Karnataka,635,Yadgir,2018,"Agriculture Year (Jul - Jun), 2018",516088,33773,31167,27954,11755,737,2385,4511,24445,379361,450939,71578
4950,India,29,Karnataka,635,Yadgir,2019,"Agriculture Year (Jul - Jun), 2019",516088,33773,31167,27954,11755,740,2385,4511,16154,387649,462269,74620
4951,India,30,Goa,551,North Goa,2011,"Agriculture Year (Jul - Jun), 2011",167436,35042,20519,0,629,570,22912,0,8148,79616,101054,21438
